景区名称	地区	景区等级	经度	纬度	
岳阳左宗棠景区	湖南	3A	112.8874381679	28.6447418466326	
岳阳县相思山景区	湖南	3A	113.646254977699	29.1811180022998	
岳阳天岳幕阜山旅游区	湖南	3A	113.827637951636	28.9739518872098	
岳阳普德文化园旅游景区	湖南	3A	112.631657980804	29.6035230126205	
岳阳平江连云山景区	湖南	3A	113.769225276547	28.5992124818122	
岳阳华夏民族文化风情园	湖南	3A	113.154005297387	29.3034538686311	
岳阳6501风景区	湖南	3A	113.533131005543	29.3505300029838	
平江纯溪小镇	湖南	3A	113.833689207041	28.5651016631327	
湖南十三村三国“食”文化产业园	湖南	3A	112.412310639755	28.5392755645421	
湖南五尖山国家森林公园	湖南	3A	113.389223990011	29.4798709833347	
湖南大云山国家森林公园	湖南	3A	113.500143969599	29.2654640612502	
南泉寺（湖南省岳阳市）	湖南	3A	112.889983336901	28.6498748137684	
华容县博物馆	湖南	3A	112.58643296958	29.5437769769311	
张家界田家老院子	湖南	3A	110.587267532367	29.0912059705823	
张家界市赵家垭风景区	湖南	3A	110.94908603742	29.2735070067323	
张家界市五雷仙山景区	湖南	3A	111.247989380509	29.444566582862	
张家界绿色大地生态园	湖南	3A	110.461351060939	29.2070489655662	
张家界军声画院	湖南	3A	110.498221112278	29.1384620545615	
紫霞观	湖南	3A	110.569593461295	29.340582687875	
浏阳道吾山风景名胜区	湖南	3A	113.606982138782	28.1951215168355	
浏阳象形风景区	湖南	3A	113.884908790592	28.4055409497894	
浏阳石霜寺	湖南	3A	113.654019930525	27.9128685742122	
望城新康戏乡景区	湖南	3A	112.815576961025	28.4103875278975	
长沙市浏阳河婚庆文化园	湖南	3A	113.051007294427	28.1965059877185	
长沙市书堂山欧阳询文化园	湖南	3A	112.892374446506	28.4020246039031	
长沙市锦绣江南生态农庄	湖南	3A	112.880765105421	28.3104252374667	
长沙市官渡古镇景区	湖南	3A	113.889155080736	28.3561734344908	
长沙市赤马湖风景区	湖南	3A	113.434512960587	28.4020410468358	
长沙生态园林园	湖南	3A	113.047031484072	28.3021069876677	
长沙沙坪小镇	湖南	3A	113.028801002567	28.3606170182491	
长沙宁乡迴龙山旅游区	湖南	3A	112.360584411897	28.1098329010674	
长沙宁乡天紫漂流景区	湖南	3A	112.1348	28.206307	
长沙宁乡千佛洞景区	湖南	3A	112.145794084868	28.2199583742238	
长沙宁乡东鹜山景区	湖南	3A	112.368363737611	27.992603841837	
长沙汉回民俗文化景区	湖南	3A	113.045169656073	28.3244646637365	
株洲醴陵新世纪陶瓷博物馆	湖南	3A	113.520888448904	27.6355402178079	
株洲醴陵李立三故居旅游区	湖南	3A	113.53736804314	27.6597209676166	
株洲中国芦淞服饰城购物旅游景区	湖南	3A	113.163091028804	27.8371499918274	
株洲市悠移生态景区	湖南	3A	113.121086981815	27.7450980154602	
株洲市杨得志故居	湖南	3A	113.144566981058	27.6576249666703	
株洲酒埠江仙人桥旅游区	湖南	3A	113.768440966006	27.1771695466889	
株洲大京湖风景名胜区	湖南	3A	113.270301994773	27.8357619620901	
株洲白龙洞景区	湖南	3A	113.811430454139	27.2256268836841	
茶陵县工农兵政府旧址旅游区	湖南	3A	113.573215014334	26.8021209512758	
茶陵县洣江书院	湖南	3A	113.560184823425	26.7920057756723	
红军标语博物馆	湖南	3A	113.779248389763	26.4943716519933	
十九路军淞沪抗日将士陵园	广州	3A	113.316253735154	23.1507364722701	
广州洪秀全故居纪念馆	广州	3A	113.179227739827	23.4233509802841	
广州市荔湾区博物馆	广州	3A	113.24275087496	23.1254645916587	
广州市增城小楼人家景区	广州	3A	113.810286462072	23.4168091130485	
广州市增城文化公园景区	广州	3A	113.82820109936	23.2926283857656	
广州市溪头旅游村	广州	3A	113.873632002207	23.7191279887115	
广州市从化大丘园农庄	广州	3A	113.585532579483	23.6291512722201	
广州市增城何仙姑景区	广州	3A	113.833274998371	23.38475495715	
广州市湖心岛旅游风景区	广州	3A	113.918414508137	23.4540056829892	
广州宝趣玫瑰世界	广州	3A	113.591055990571	23.6294670386553	
广州市十香园纪念馆	广州	3A	113.280396613107	23.0985357700054	
广州市邓世昌纪念馆	广州	3A	113.266898944011	23.107472541411	
广州市潘鹤雕塑艺术园	广州	3A	113.322344695663	23.0748047308275	
广州市梯面红山村景区	广州	3A	113.28642145833	23.5851301221328	
广州市花都炭步镇塱头古村景区	广州	3A	113.09448914381	23.3421470010525	
珠江琶醍啤酒文化创意艺术区	广州	3A	113.345049906403	23.1128596266989	
广州星期8小镇	广州	3A	113.270369367686	23.185701228167	
广州市南沙永乐农庄	广州	3A	113.614570035592	22.6690319012803	
中国皮具产业文化创意园	广州	3A	113.171598	23.470051	
广州市太古仓码头	广州	3A	113.259127433555	23.0945755722209	
广东修学旅游体验园（广东省旅游职业技术学校）	广州	3A	113.329003205592	23.2147901297236	
大埔围美丽乡村景区	广州	3A	113.897274	23.223626	
永华艺术馆	广州	3A	113.471672266301	22.9654314461831	
广州渔人码头多彩小镇	广州	3A	113.302379137065	23.0552528300019	
广州二龙山花园	广州	3A	113.734873984026	23.3582170136922	
广东环亚美容化妆品博物馆	广州	3A	113.449419262554	23.1619990741056	
广州市迪士普音响博物馆	广州	3A	113.218378409194	23.2702798680691	
陈李济中药文化园	广州	3A	113.314623	23.073598	
广州地铁博物馆	广州	3A	113.38945701046	23.1018280329128	
广东省凉茶博物馆	广州	3A	113.411574819228	23.0425263040763	
广州博物馆	广州	3A	113.272096988842	23.1442410242527	
孙中山大元帅府纪念馆	广州	3A	113.285476979917	23.1160750044696	
辛亥革命纪念馆	广州	3A	113.426815919658	23.0782459476272	
广州艺术博物馆	广州	3A	113.287555928359	23.149187987965	
中国共产党第三次全国代表大会会址纪念馆	广州	3A	113.302221	23.12444	
广州市1978电影小镇	广州	3A	113.851991	23.302723	
毛泽东同志主办农民运动讲习所旧址纪念馆	广州	3A	113.282758887106	23.1341111685459	
深圳市“地王观光•深港之窗”景区	深圳	3A	114.116365918725	22.5486857798122	
深圳市中丝园景区	深圳	3A	114.155028448878	22.6108691918747	
深圳市园山风景区	深圳	3A	114.248066040346	22.645087990384	
深圳市力嘉创意文化产业园	深圳	3A	114.211342502636	22.647993312376	
深圳市华强北步行街景区	深圳	3A	114.093942686084	22.5480374893545	
深圳玫瑰海岸文化旅游度假区	深圳	3A	114.381260583014	22.6152507685099	
珠海桂山岛风景区	珠海	3A	113.830761988707	22.1380279797152	
汕头市太安堂中医药博物馆	汕头	3A	116.686830214321	23.4018770766667	
汕头市潮阳区和平大峰风景区	汕头	3A	116.502295804995	23.2712097695074	
汕头市中山公园	汕头	3A	116.689324269738	23.367673477449	
佛山市顺德区周大福珠宝文化中心	佛山	3A	113.231101020297	22.8709100478208	
佛山市顺德区杏坛逢简水乡	佛山	3A	113.155178484383	22.8193144509756	
南国丝都丝绸博物馆景区	佛山	3A	113.350255	23.111545	
佛山市禅城区柏林艺术馆	佛山	3A	113.086125021209	23.0088026970972	
佛山市南海区九江双蒸博物馆	佛山	3A	113.032899162133	22.8185261284466	
佛山市碧江金楼景区	佛山	3A	113.268756190652	22.9487878922565	
佛山市陈太吉酒庄	佛山	3A	113.085709734572	23.0063924070045	
佛山市容桂渔人码头景区	佛山	3A	113.277283086211	22.7864527461617	
佛山市禅城区紫南文化园	佛山	3A	113.004902662449	23.0085754166595	
佛山市三水区百威（佛山）啤酒工业旅游体验园	佛山	3A	112.837593890084	23.099525136164	
佛山市佛罗伦萨小镇景区	佛山	3A	113.23478452204	23.0110466236392	
韶关市乳源县天井山森林公园	韶关	3A	112.992365371772	24.6928554393574	
韶关市三龙谷（龙王潭）景区	韶关	3A	113.45646700826	25.232215986738	
韶关市金鸡岭风景区	韶关	3A	113.061351641694	25.2947939241022	
韶关市乳源仙门奇峡景区	韶关	3A	113.067478714083	24.6327852756157	
韶关市乳源必背世界过山瑶之乡生态旅游景区	韶关	3A	113.60912899912	24.8149128498358	
韶关市新丰江源温泉旅游度假山庄	韶关	3A	114.135914933057	24.0045557330433	
韶关市马坝人遗址景区	韶关	3A	113.591627043383	24.6756250068352	
韶关市广东帽子峰森林公园	韶关	3A	114.183968708331	25.2720492427215	
韶关市始兴县满堂客家大围景区	韶关	3A	113.986965998191	24.6142339774483	
韶关市仁化县石塘古村景区	韶关	3A	113.590629744606	25.0820160663286	
韶关市枫日泉生态温泉度假村景区	韶关	3A	113.853686565653	24.8124958852705	
韶关市幽兰谷风景区	韶关	3A	113.875530031918	24.3336790281974	
韶关市宝贝健康农场	韶关	3A	113.718855040855	24.746170055564	
韶关市五马寨生态园景区	韶关	3A	113.738247031384	24.8745529810539	
韶关市乐昌九福兰花公园	韶关	3A	113.368814039678	25.2181479908641	
韶关市香草世界森林公园	韶关	3A	114.318045027687	25.066097024792	
韶关市金喆园景区	韶关	3A	113.590963554934	24.7904482005706	
韶关市江尾农耕文化园景区	韶关	3A	114.132337880518	24.4415837646888	
韶关市凡口国家矿山公园	韶关	3A	113.641916970562	25.1182719715404	
韶关市始兴县红梨村景区	韶关	3A	114.156466546169	25.0313690893092	
河源市霍山风景区	河源	3A	115.514221996917	24.2296980110983	
河源市九连山原始森林度假村景区	河源	3A	114.524876996713	24.2422330319705	
河源市黄龙岩畲族风情旅游区	河源	3A	114.932487164106	24.0659128358704	
河源市佗城景区	河源	3A	115.196426210994	24.0658630954649	
河源市越王山风景区	河源	3A	114.751569961575	23.503048975738	
河源市东江野战俱乐部景区	河源	3A	114.760464982732	23.7810640329647	
梅州市五华热矿泥山庄景区	梅州	3A	115.663363708146	23.9843559631045	
梅州市益塘水库旅游区	梅州	3A	115.607732995389	23.9548110542001	
梅州市龙鲸河漂流旅游区	梅州	3A	116.3166529765	24.0445819820777	
张弼士故居旅游区	梅州	3A	116.737340495842	24.4674133506753	
梅州市富大陶瓷工业旅游区	梅州	3A	116.65768154799	24.1739036623342	
梅州市坪山梯田旅游区	梅州	3A	116.891761997703	24.3236740353656	
三河坝战役纪念园	梅州	3A	116.585748925828	24.4047477364534	
梅州市江畔人家休闲度假区	梅州	3A	116.639722354749	24.5419244742552	
梅州市上举相思谷景区	梅州	3A	115.943689194988	24.8015011575327	
梅州市松溪河风景区	梅州	3A	115.974217029768	24.8950110454336	
梅州市爱丽丝庄园（樱花谷）景区	梅州	3A	116.072331035502	24.3557190001987	
梅州市南寿峰健康产业园景区	梅州	3A	116.311959240382	24.4735781903895	
梅州市金穗休闲旅游区	梅州	3A	115.844553007415	24.7031000184016	
李光耀祖居旅游景区	梅州	3A	116.581925468087	24.2621437707922	
梅州市龙归寨瀑布景区	梅州	3A	116.285773365283	23.8108517500775	
梅州市曼佗山庄景区	梅州	3A	115.965740439318	24.4792012426659	
梅州市北塘乡村旅游区	梅州	3A	115.937976960083	24.1906360140752	
梅州市月形山乡村旅游区	梅州	3A	115.937976960083	24.1906360140752	
梅州市汉光超顺农旅园景区	梅州	3A	115.706207041972	23.98087399895	
梅州大观天下文化旅游产业园景区	梅州	3A	116.341504239103	24.4176480117718	
惠州市香溪堡旅游区	惠州	3A	114.110579034631	23.5939170024819	
惠州科技馆	惠州	3A	114.423273702888	23.1137041331254	
惠州市碧海湾旅游度假区	惠州	3A	114.514585559641	22.6839405449509	
广东伊利工业园景区	惠州	3A	115.985698991132	24.0202789989778	
惠州市高潭中洞红色旅游区	惠州	3A	115.379490273862	23.2263462520321	
广东航天农业科技生态园	惠州	3A	114.168830014729	23.2393569915021	
惠州市海天堂景区	惠州	3A	114.337178036737	22.8236717109643	
惠州市劲家庄景区	惠州	3A	114.501891963806	23.1468909808629	
惠州市亚维浓生态园	惠州	3A	114.536402615725	22.9642291178794	
惠州市东平窑陶瓷文化园	惠州	3A	114.565974024628	23.0693919964467	
惠州市清水湖农庄景区	惠州	3A	114.047466065793	23.2459217324329	
惠州华贸中心景区	惠州	3A	114.403978998845	23.0954610006507	
惠州海龟湾旅游区	惠州	3A	114.902337695607	22.5508946505791	
广东梁化国家森林公园	惠州	3A	114.778859584654	23.1956544049072	
惠州市惠阳环境园景区	惠州	3A	114.46076538164	22.7964254030355	
惠州市雅居乐白鹭湖体育旅游小镇	惠州	3A	114.466630957296	23.1999370242307	
惠州市上良民宿生态旅游区	惠州	3A	114.126812672819	23.3163963573526	
广东博罗李艺金钱龟生态园景区	惠州	3A	114.484397913158	23.4393174490415	
惠州市凤悦·秋长谷里景区	惠州	3A	114.420068369168	22.8460818640606	
惠州市源茵生态园景区	惠州	3A	114.544250032996	23.1802080533507	
汕尾市陆河县螺洞世外梅园旅游区	汕尾	3A	115.780847965415	23.2798975237442	
汕尾市陆丰福山妈祖旅游区	汕尾	3A	115.663540674331	22.9621353953444	
汕尾市陆河南万花海旅游区	汕尾	3A	115.523191038448	23.3618859872781	
东莞市中国圣心糕点博物馆	东莞	3A	113.918051233388	23.0546191928523	
东莞市森晖自然博物馆景区	东莞	3A	113.747139806778	23.0471552323023	
东莞市唯美陶瓷博物馆景区	东莞	3A	113.758488639265	23.1282166219127	
东莞市仙溪福地欧公文化景区	东莞	3A	113.875764669317	23.123149142952	
东莞市稻香饮食文化旅游区	东莞	3A	113.936112204644	23.0389476432728	
东莞市寮步牙香街文化旅游区	东莞	3A	113.894234998394	22.9970479735598	
东莞市鑫源食品文化体验区	东莞	3A	113.666559017812	22.8850723926023	
东莞市华阳湖国家湿地公园	东莞	3A	113.575026088073	23.0708426621243	
东莞清溪大王山森林公园	东莞	3A	114.169101931807	22.7876902369981	
东莞市黄大仙公园	东莞	3A	114.021560102691	23.0871795958932	
中山市咀香园工业旅游景区	中山	3A	113.524469004835	22.5733539081951	
中山市仙踪龙园	中山	3A	113.409160892662	22.4180748414673	
中山市卓旗山庄景区	中山	3A	113.271964219288	22.4855566048175	
中山市伊泰莲娜DIY地带景区	中山	3A	113.490248	22.271498	
中山市星光联盟·全球品牌灯饰中心景区	中山	3A	113.197608687505	22.6233119401576	
中山市小榄菊城酒厂景区	中山	3A	113.263888273095	22.6291190335882	
中山市民众镇伟丰农场景区	中山	3A	113.518933107301	22.6322584518912	
中山市悦来亲子王国旅游景区	中山	3A	113.373216634981	22.495171890357	
中山市大信·新都汇古镇店	中山	3A	113.212562869155	22.6458232073272	
中山市创益文化园	中山	3A	113.500747002088	22.2513169769452	
中山市大盛陶艺	中山	3A	113.348759459005	22.3929037780833	
中山市帆鲨海洋文化馆	中山	3A	113.258491972237	22.6165280241094	
中山市参宫野参文化博物馆	中山	3A	113.500301981539	22.564103987426	
江门市新会古典家具城景区	江门	3A	112.972952091402	22.5219698064914	
江门市鹤山古劳水乡景区	江门	3A	112.959769997031	22.8303359922414	
江门市新会区宝骏小冈香业城景区	江门	3A	112.989004990521	22.4615956359578	
江门市石板沙疍家风情岛	江门	3A	113.22006686423	22.4600035554183	
江门市恩平泉林黄金小镇	江门	3A	112.387516958535	22.1714849936445	
江门市开平博物馆	江门	3A	112.685749986052	22.4035880369425	
江门市周文雍陈铁军烈士纪念园	江门	3A	112.520296753549	22.2970622387918	
阳江市春湾风景区	阳江	3A	111.960969702524	22.4505729358183	
阳江市东平镇大澳渔村景区	阳江	3A	112.25554563848	21.7143366622769	
阳江市阳江十八子集团工业旅游景区	阳江	3A	112.051906606557	21.9133865804419	
阳江市阳西县沙扒湾海天旅游区	阳江	3A	111.4771620279	21.5207640116066	
阳江市江城区冼夫人冯盎将军文化公园	阳江	3A	111.786985442256	21.8750385399057	
阳江市阳东福兴生态园景区	阳江	3A	112.082078981847	21.8309960238234	
阳江漆艺院旅游区	阳江	3A	112.066461581239	21.8285451706481	
阳江市海陵岛北洛秘境景区	阳江	3A	111.832247014514	21.5707899030783	
阳江市敏捷欢乐黄金海岸景区	阳江	3A	111.953096683545	21.6191812797181	
湛江市南亚热带植物园	湛江	3A	110.282308532177	21.170053272073	
湛江市雷州天成台旅游度假村	湛江	3A	109.842086012069	20.5610979720899	
湛江吴川吉兆湾旅游度假区	湛江	3A	110.870296020488	21.3926319729737	
湛江鹤地银湖旅游区	湛江	3A	110.325437976307	21.7073479816365	
湛江市东海岛省级旅游度假区	湛江	3A	110.54875600737	21.0191539131172	
湛江市鼎龙湾国际海洋度假区	湛江	3A	110.90683702252	21.398145948892	
湛江市遂溪孔子文化城	湛江	3A	110.245459231695	21.3640044308712	
茂名市西江温泉度假村	茂名	3A	110.836848872463	22.3136486488168	
茂名市天马山生态旅游区	茂名	3A	110.699978014497	22.4556518966913	
茂名市高州仙人洞旅游景区	茂名	3A	111.233761478863	22.262326453244	
茂名市电白区水东忠良街沉香特色步行街景区	茂名	3A	111.015339033168	21.505148020102	
茂名市电白区六韬珠宝创意产业园景区	茂名	3A	111.034503662572	21.5674488544112	
茂名市信宜书香八坊文化旅游区	茂名	3A	110.885591019249	22.208709895035	
茂名市茂南区南越·1959文化创意街景区	茂名	3A	110.93124434254	21.656984146126	
肇庆市四会瀑布奇石景区	肇庆	3A	112.736881	23.679009	
肇庆市四会市万兴隆翡翠城景区	肇庆	3A	112.72088981115	23.3498288980909	
肇庆市澳雪国际工业旅游园景区	肇庆	3A	112.841536912288	23.2847018142524	
肇庆市封开龙山景区	肇庆	3A	111.80915481376	23.5208706594445	
肇庆包公文化园	肇庆	3A	112.442398215005	23.0510938141106	
肇庆市广东四会玉器博览城景区	肇庆	3A	112.716220508941	23.3467883443771	
肇庆市德庆县三元塔景区	肇庆	3A	111.836834211599	23.1416180151426	
肇庆阅江楼景区	肇庆	3A	112.478463025285	23.0506960122461	
肇庆广宁油茶文化博览园	肇庆	3A	112.578732784581	23.5897746712564	
肇庆市怀集县燕都旅游景区	肇庆	3A	112.054978002926	23.9927680332484	
肇庆市西江酒文化展馆	肇庆	3A	112.619802953162	22.8924755775866	
清远市清新区太和古洞风景区	清远	3A	112.994713542374	23.7538553171474	
清远市英德茶叶世界景区	清远	3A	113.410612015383	24.1916130267563	
清远市九州驿站-天门沟景区	清远	3A	113.116325962614	24.4129160337582	
清远市福山风景游览区	清远	3A	112.399578955767	24.9313531874122	
清远市连山壮瑶山城景区	清远	3A	112.086093599	24.5707720705451	
清远市连南瑶颂·瑶族舞曲 实景演出景区	清远	3A	112.309125160436	24.5903965254983	
清远市英德仙桥地下河景区	清远	3A	113.349084376108	24.2819164717732	
潮州市广东绿太阳生态旅游度假区	潮州	3A	116.514537912481	23.6888277812195	
潮州市凤凰山天池景区	潮州	3A	116.654083834424	23.9615712430553	
潮州市百师园创意馆	潮州	3A	116.605530960609	23.6857359808897	
揭阳市世铿院	揭阳	3A	115.977209914235	23.0764846635203	
揭阳市揭东万竹园旅游景区	揭阳	3A	116.416123423554	23.6186030721056	
揭阳市普宁德安里旅游景区	揭阳	3A	116.222633896432	23.4395695193965	
揭阳市惠来县海滨度假村景区	揭阳	3A	116.351109011443	22.9488020360552	
揭阳市揭西大洋国际生态旅游度假区	揭阳	3A	116.0109097556	23.6243069130178	
广东省大南山八国风情园	揭阳	3A	116.038183029518	23.037761940731	
云浮市罗定龙湾生态旅游区	云浮	3A	111.161876197401	22.6471269422245	
云浮市蟠龙洞省级风景名胜区	云浮	3A	112.0583569791	22.9508130194096	
云浮国际石材博览中心景区	云浮	3A	112.129654050115	22.9630766927297	
云浮市郁南县大王山国家森林公园	云浮	3A	111.552156973545	23.2586949735736	
云浮市大云雾山旅游区	云浮	3A	111.975899090942	22.711748549879	
古辣稻花香里旅游区	广西	3A	108.999689869513	23.1083319568827	
横县西津湖景区	广西	3A	109.25398327116	22.6600071033015	
南宁市大王滩风景区	广西	3A	108.321785772565	22.6006778291395	
南宁市凤凰谷景区	广西	3A	108.486092318086	22.972527816246	
南宁海底世界景区	广西	3A	108.339032879029	22.8329229881599	
南宁金湖地王云顶观光旅游景区	广西	3A	108.376024830426	22.822101358129	
宾阳县白鹤观旅游度假区	广西	3A	108.858958453789	23.1602450483706	
南宁市华南城景区	广西	3A	108.254248649092	22.8130781156406	
上林县鼓鸣寨养生旅游度假区	广西	3A	108.676864021888	23.2096759766453	
上林县禾田农耕文化园	广西	3A	108.621759536499	23.3913635197563	
上林县霞客桃园壮乡旅游度假区	广西	3A	108.720398961126	23.4596279855973	
南宁市江南区扬美古镇景区	广西	3A	108.071112901444	22.8449015288325	
横县中华茉莉园景区	广西	3A	109.264771201687	22.7858401606714	
上林县云里湖景区	广西	3A	108.594143020046	23.4911779880742	
上林县万古茶园景区	广西	3A	108.664362034618	23.3366200273664	
横县莲塘圣茶谷景区	广西	3A	109.155747724691	22.7584805591211	
兴宁区狮山公园	广西	3A	108.348668014095	22.8648819845242	
广西农垦明阳向阳红现代农业庄园	广西	3A	108.185323733437	22.5250816494609	
南宁海王生命与健康科普馆	广西	3A	108.302864404293	22.7504972489949	
广西金花茶业工业旅游园	广西	3A	109.280408275186	22.6802186855344	
横县西津国家湿地公园沙埠景区	广西	3A	109.141371782297	22.7075377019466	
马山县三甲攀岩小镇	广西	3A	108.278244994342	23.6636750032415	
马山县小都百旅游景区	广西	3A	108.257603999832	23.6776430575968	
马山县灵阳寺旅游景区	广西	3A	108.321809487831	23.6458224385286	
马山县古朗瑶乡金银花公园	广西	3A	108.304494649132	23.6973840153415	
南宁市新秀公园	广西	3A	108.295003332778	22.8256015451593	
顶蛳山田园风光区	广西	3A	108.47679800013	22.7205349661831	
福瑞生态休闲农场	广西	3A	110.448460376875	25.3317478920846	
广西香流溪谷农业生态旅游区	广西	3A	108.553593329677	22.6753640088207	
徐汉林红色教育基地示范点	广西	3A	109.383193020417	24.2666909563162	
南宁不孤湖景区	广西	3A	108.460049004071	22.7600419886066	
横县顺来茉莉花茶展览馆	广西	3A	109.259540278874	22.6981978901676	
南宁市江南公园	广西	3A	108.279469564412	22.7906936206728	
西乡塘区芦仙山风景区	广西	3A	108.227166983739	22.8652379649542	
西乡塘区美丽南方老木棉•匠园	广西	3A	108.196809288023	22.8480274462168	
南宁市花卉公园	广西	3A	108.299052983846	22.8654930448318	
南宁博物馆	广西	3A	108.388764958487	22.7813789649789	
克里湾水乐园	广西	3A	109.546165043273	24.3909160066479	
柳州花果山生态景区	广西	3A	109.370431961838	24.4604300226499	
三江石门冲景区	广西	3A	109.516832583634	25.4987983323012	
柳州市君武森林公园景区	广西	3A	109.406227370297	24.4730998274473	
鹿寨月岛湖景区	广西	3A	110.050978963426	24.6611150168625	
融水雨卜苗寨景区	广西	3A	109.210221509781	25.310877864086	
融水老子山景区	广西	3A	109.253283042015	25.0638779850453	
融水县田头苗寨景区	广西	3A	109.128823262802	25.2787817478176	
柳城县红马山景区	广西	3A	109.359465717668	24.6512846914355	
柳州市万聚休闲农庄	广西	3A	109.443726774476	24.2463474224309	
三江县冠洞景区	广西	3A	109.667067981821	25.9504740014123	
柳城古砦仫佬族乡民俗风情旅游区	广西	3A	109.059314987549	24.7429700414723	
融水龙宝大峡谷景区	广西	3A	109.156980918494	25.2858809287238	
融水石上人家景区	广西	3A	109.134082841561	25.4022182484725	
三江产口景区	广西	3A	109.445798985626	25.7043430267591	
三江侗族博物馆	广西	3A	109.611994038819	25.7886069723397	
柳江县百朋镇下伦荷花景区	广西	3A	109.27884702021	24.1869110013884	
融安县沙子石岩生态旅游景区	广西	3A	109.470916326321	24.9882987187791	
融水田塘瑶寨景区	广西	3A	109.172436983433	25.292276006743	
鹿寨拉沟乡五家景区	广西	3A	110.050978963426	24.6611150168625	
鹿寨县鹿鸣谷景区	广西	3A	109.672586991211	24.7348279867278	
融水·西洞景区	广西	3A	109.215792890383	25.0957912919358	
鹿寨县笑缘景区	广西	3A	109.757554295811	24.4786226779865	
鹿寨县文化艺术中心	广西	3A	109.759153279618	24.47908309631	
桂林全州县湘山•湘源历史文化旅游区景区	广西	3A	110.307214232094	25.2854590702743	
临桂十二滩漂流景区	广西	3A	110.083084	25.585575	
荔浦天河瀑布景区	广西	3A	110.183958182263	24.5992585289205	
灵川龙门瀑布景区	广西	3A	110.224911211805	25.7173111808306	
平乐仙家温泉景区	广西	3A	110.977612986508	24.4274039985213	
桂林神龙谷青岚度假区景区	广西	3A	110.458528225705	25.0902006771243	
桂林多耶古寨-蛇王李景区	广西	3A	110.328429962469	25.041304051504	
灵川县江头景区	广西	3A	110.280797222987	25.5355521420598	
桂林芦笛岩鸡血玉文化艺术中心景区	广西	3A	110.279005193326	25.3102249153553	
桂林旅苑景区	广西	3A	110.339038142063	24.4474789079472	
龙胜县白面瑶寨景区	广西	3A	110.196024132039	25.9092234392939	
龙胜艺江南中国红玉文化园景区	广西	3A	109.96705081864	25.7980575538664	
桂林崇华中医街景区	广西	3A	110.245513489347	25.2940491716325	
全州县炎井温泉景区	广西	3A	110.965691843581	26.3184941987485	
万福广场•休闲旅游城景区	广西	3A	110.295708645295	25.2251195988369	
荔浦县马岭鼓寨民族风情园景区	广西	3A	110.451189967997	24.6569730031725	
荔浦县柘村景区	广西	3A	110.335846013434	24.3909160066479	
资源县宝鼎景区	广西	3A	110.7057516935	26.0419477230574	
塘洞景区	广西	3A	109.667067981821	25.9504740014123	
象山区侗情水庄景区	广西	3A	110.298071997261	25.1498369864743	
永福县凤山景区	广西	3A	110.15395325112	24.9740220064248	
抱璞文化展示中心景区	广西	3A	106.696942444626	22.0046867498175	
恭城龙虎关景区	广西	3A	110.957708961838	25.0799430324552	
恭城矮寨景区	广西	3A	110.919503489528	24.6998285493471	
恭城社山景区	广西	3A	109.053088562569	22.4995099386026	
罗汉果小镇景区	广西	3A	110.291722684088	25.2715168145306	
桂林市瓦窑小镇景区	广西	3A	110.312859094086	25.2424589764074	
桂林黄沙秘境大峡谷景区	广西	3A	109.93167	25.512516	
美国飞虎队桂林遗址公园景区	广西	3A	110.167296411669	25.2202871344142	
李宗仁故居景区	广西	3A	110.007792836218	25.1742000227133	
会仙喀斯特国家湿地公园景区	广西	3A	110.209715385973	25.093363534616	
黄岭景区	广西	3A	109.400034092791	23.2176348752151	
杨溪景区	广西	3A	109.647017982506	25.9010189945994	
瑶族文化村景区	广西	3A	110.874531980119	24.8342329951862	
北洞源景区	广西	3A	110.911873102868	24.8367353634685	
灌阳唐景崧故里景区	广西	3A	111.122133993855	25.4197990334703	
桂林希宇•欢乐城景区	广西	3A	110.341923858682	25.4119282860464	
八路军桂林办事处路莫村物资转运站景区	广西	3A	110.306738040343	25.3419819781523	
桂林国际茶花谷旅游休闲度假区景区	广西	3A	111.292820215275	26.2317373473665	
东兴国门景区	广西	3A	107.978228650727	21.5406442860923	
东兴陈公馆景区	广西	3A	107.983457327776	21.54470430952	
东兴市意景园旅游景区	广西	3A	107.992442987959	21.5769676000738	
东兴市百业东兴·红木社区旅游购物景区	广西	3A	107.999853469431	21.5640058768277	
涠洲岛圣堂景区	广西	3A	109.143123028888	21.0562439489298	
大江埠民俗风情村	广西	3A	109.153550110092	21.4462942259645	
北海南珠博物馆	广西	3A	109.13430768743	21.491729824598	
北海贝雕博物馆	广西	3A	109.104973970164	21.4719430169993	
槐园景区	广西	3A	109.196240821812	21.6694623183189	
合浦县东坡亭景区	广西	3A	109.205665753389	21.6792168530093	
合浦县古海角景区	广西	3A	109.198023149774	21.6744147388734	
合浦县曲樟客家土围城	广西	3A	109.575306972312	21.8579048862842	
合浦县永安大士阁景区	广西	3A	109.689866346842	21.5578855238645	
合浦县梦唤滨海体育文化园	广西	3A	109.187053042889	21.5751298979285	
合浦县东园家酒产业园	广西	3A	109.220655058784	21.6895566056662	
合浦县四方岭考古遗址景区	广西	3A	109.261702051083	21.6001305397283	
合浦县观音山生态旅游区	广西	3A	109.489646984334	21.7307369574287	
涠洲岛石螺口景区	广西	3A	109.096124043944	21.0313500017572	
涠洲岛城仔景区	广西	3A	109.116477041707	21.0519721530102	
涠洲岛滴水丹屏景区	广西	3A	109.099277994588	21.0186479737363	
涠洲岛湿地公园景区	广西	3A	109.135386103194	21.0712288714683	
